Identity;Vote_account;Active_stake
7T8cc5LsAodxuH4LUPmmSnvVKZdg45jLfkcQVn9uMeS3;JyitvwAzKCjDUk6QyUiAVn92scoofctvXTWGA78T1ti;25541200
c29r3;AruoPzGrtfAaqUFPUDVmzUHDBjxFJLD8nodzArr346yR;25344300
HzeuErDU48xerSVGCv8umgvdcqojhsUDSS4tjUgLF2q5;J9Go27V87fCdJtjMxmFJu48ctrHzFoe6xQpA6Ecq4Wkw;24988900
6EZ6WwRpRaaAdmCsbUNs9iTLXLGjY6dzYRsyWacvBFZz;3VpRubsCkx6ENRQJiRZ7JKEwERumjVV4qmJbAiVY6VVF;24516800
3Rm8jnJZ7PwHVucq2K8Pc7D4F4LKpqkBcnLtTLPwrRRB;2WSAYcYURcV7SfHxThsoaRh7NpZnRQRDruy6a3vm6qQs;24155400
J7jT9mGjhfXdGFdp9XT97Sd8ynFMe5e2L8DqXJQr8qgs;8D5bmvzWdmyeReTm5kz8D5bVDS5wuLZHTypCdSRVZ3d3;23465400
DECQ4XtiPvS8eV6XBzuzT6xuMXLRdSY7aQTtZmhQmNRM;5WVvtQDDd3Gsdm3eyDrRAczP9greGmdBjNoyD93iYw9F;23296300
8LbeEWveKyNcFMTh7dgTz1z1eUtEcAZKuqYJSy855yEo;3VXEZnRDdJeCv6RTdTjicvP76zvkBNASN9L3XDvbTU54;2314100
GQxGiP3AEwe2WTQ5p897uKM9nHQP8eLDzusoEV2B7pon;E3ho8z7xVRu1MTirWMoPrBL2J2AD7XJzsz5M4mUDqLBN;22399500
697AsWDhERfHCCkEDEc4rDqiqCMAofrQ8m6So9D5JvQ1;FMkT1RPT7N9bDEgqvcuiNtSNYgZ7WLDmsdiA4rMB67kh;22257900
9yWfnPBofnWjXRvfEKLioMb4VrCkwqcYBbWj1uF9P6X8;2kQZfvm5tqcBhXnscT3xe5SbCDttkipxgy1wCqhzqL2a;21979300
DuPzAsjwhkitZw2Xp5fLFvL9yDjzRgNHfc2GtK4jzCT9;13fUogQP3K8jAWgSW5gji5NyqHFprwoW3xVRs9MpLqdp;21928100
Dali;GkBrxrDjmx2kfTMUZJgYWAbar9fEpYJW7TgLatrZSjhN;21826400
lol66;76sb4FZPwewvxtST5tJMp9N43jj4hDC5DQ7bv8kBi1rA;21761300
Fujiwara;9Mi8M1JnRmtcYpB42DxYPVmYy2safgdYFmeHmMgkW8TG;21748400
SFundRT52NYsWjRX4hcNodGBAB95aVpkac5mB5HYaBV;SFundJhhsF9JF3zpbXBVG9ox3bEzKyiVd6n7rXLiW6a;21312200
daybreak;BPvrBMcWjic7uu2nWragvinycHPvBCo7bCNq4pncGiag;21288300
4jushomc6UufHVieNKnawebFUfyykfrAJ5saxvnTdGm8;4amh4YANQfyNww8xXJYxsM7CEkFjQFJt1wpuScqy675Y;20225700
3E6DpUcb81cFame8kfY8Mfc2vaA7aFyiKEbovCywaPDK;8wL6CKZKowScPEv9vFf3gxMq1aNfNbh7xD8rByk1mFUa;19997400
HdSdP6twcMGgYEcZB3aLWtxMhJhMo2Mk1u9ydhD7w3BR;23sEtSYui1VmcvexGLnWFbXDF9cSHYMXtUXe9PuruLXm;19173200
Calypso IT Validator;2f5hEM1RfEb6Sx4hiuFzcrGrGSyDSmMVZoBEjnrkETMo;17999700
Yumorito;DREVB8Ce8nLp9Ha5m66sduRcjJtHeQo8B9BkYxjC4Zx3;17473700
13XGR5D1oj53bRk2Gos8eMMS5eQThMrJuJJCDriX3Qne;GMYrVQ97gvkYYxJj9bxXt8cLUHmnN6ZA4EAFk1eiEEJN;16898700
AaGJawLUq3it3juqcw6TMMRK43vWEF48baQD7moe8UrY;2mgRVHFwXXn2pGgHsVefzUrGofaYujbSvsKbdeGRYmLz;15980900
2UuVd6BMW97MRnj7mCpq8PhYmqmUYuojvDkqWstwASCm;EVoQv6TSBZfTiLFoc42B12iShLNUYiB9PCc2uxFxHMoV;15640800
3faH7oLVJpVLiBV1Z7TV58c8RT4zhAGcMdiSoeYjg6cU;CTiKogMqUKyR1a4dYv4up49q4HGrLBmTNoWvXoATBAdB;1558100
AKxcADuF5Fvfidz9jvsN53dFJchjKQQJbhK3jMtacQML;4oLXz1a3VgMA8j9gcMzQAdL8HunxXLRbZNDNVc2jHpHb;14829300
2b7bshyghfrB2x7vM13QLyAFANDFJzLXZS31vqTgR65c;4QMtvpJ2cFLWAa363dZsr46aBeDAnEsF66jomv4eVqu4;14555600
LadySun;AU4yDLbrnLzcjk2pnxvXwNeKJsj9CiUDRXWQbeSbk6Y9;14423800
2BqXjf8di3J7DVsATd6QrH5i3Fv6zpGAhDy1nqpGaSDu;3sewKcFoSeipAEQq5PYzrfBSRaZA15Qob7okf3D8wehi;14343700
12Stake;8rKN2jdSDUeDX4niaKhvcsuSbN31b9JsMJCDwuFVmqtv;14139100
dddqd;2BJUTarkNTNtiqn6g7mfZc5fjaF3sSnvV73dnuwuZnxV;13780300
79KcKPqwLrXVjZoSVbuJMxak24XjzF3CyEE4Jnuyb1J;97J262KBfyyQYAeLjHKwqXp6GdSyjTSqeykMtRRoFCBm;13670700
AGwkENuBrzmfzBQSxzr7CN5m1a239BHfZc6bWscMMTMr;3uGxXvkexKkCddmmfYBjf6Ap5QZ2Wj9kwHAAmu9fs3CA;13183400
6pWycNSP5hnbU3dFdaNoUR1bJSszXH8VZRUEKGbfvvJq;EUXjuPCUPvFoq3T1oZszDixJV4MMc5iEHTAzsqbAgf8h;12462600
askold;BGfnRRnU5zkZrSrkcNTjs54U2o9TahJ39hGrNqnXnijt;12205300
Ximmaldor;5ycsa9WVK6zFcUR13m3yijxbevZehZeCbuSocSawsweW;11707200
Aj5BUAQVWUjjBKSVbywJKZRNPQ1f6xeXYk5gDTt4JMrf;EmjYXWoL5NM9bEhdSCEE9XfGFa5XLbtb6WrahzQhd54T;11460800
3QduBTMSMRAPbRhSmoEYQYPC85HiLmAtjCt2y15Bqw4E;A5dLWA1kcZZSEjrphF814Da7PW98gz72eG9EPTR4wuqb;1100200
4e6YL4HiJU6cSz5xRGkWV9Nzic2MC6Qp75TTU3ohWnV7;DGgC3QYQsoPZiZgjWiMfsi59CrmSdQuvUF6orW4A34RB;1100200
7NpJCcrsRXJiXGMZX9inakbB3P2JZhR5Ai8rDx7mNNDa;Ar4sCvNa5FrcGQhD56z91nVXxTivzSDuXeqRYpCdFD1P;1100200
49FDKWDRLEuZA5zYSeRgDW1oCZAjDBPqS8wZK4p99JqN;4v3c7p2wxmYUuV54G3N45V9hdyVJz8QLS52sLukqKq3M;1100200
mHtqTQHaUcFjSZF6tGLNLsHLvjVsxXEK8w3BoT9eLAT;B9aUcoqmbxJgbPb28oVoZg6WsXUj6Hf6Wu5P7CUbJ6NU;1100200
4AhrAeFbVY7Ucoj4Swcpx8LJFGtxr96Zqzjiy8qhuvXT;2zphdmQX9AYYFp52jTRzBPHYzVtqDuTWKbzJfqMu3xcL;1100200
63eSPktsSx9fNBAcMzGTQdJ1UEUPwjce5nJR8M1Bqq2Z;quartzUp1Afz91cgkrPG8UEuTWLaNUBbNPETkQ2HWo9;10169200
2ECtqjkxabcVpuLb91oT5hSNgxXfWscQgeExXmoqL122;32CV9sahkyVuLLhKp6ZCePftRommMp4FXr9N7zTJRsWh;10160700
Aptemuy?-BE?IuKo?Ie/7H?Å?;7gds7PbCzmHbJStjxA5L5K8cu2LVUakmd3MDXFHSfcic;4517900
CUiZxS8SHi7JTpxVkdeNTBHY5vXLfGawUBHrzFRfpmTv;Gm2aDA6uG4joKCtkjwjph2sKSxWrtszgeUZ9VYCzVZx5;10028400
3E7UiouDNYVah2Bnx7pEtVR4LXdQ5SE12Bq84yS4FCbP;55TRijghdc1L5t2tbj3U8AfnPR3sEvPzfDrpLM51uDsb;10004700
6Rp3vYN1L1ym3hz79ZqDHbpAFP8W1eB6ja47se2sDaCx;CqZt8CTQfNVH6SYWp1HdWXoBhkFqdT8nEFbSM5bB5hvN;1000100
EvTUECR5Lc7kuJhZEwp3AsTjUeUNvNvvxKPjcNZqwY2a;6nPfbxEeWC2YSEiyro2pUopPKvWdAbmYDDMgrgh7hvSn;1000100
Gq6gVbHfSDtb3dpcTuDagZyYnJ3PnBG9LXdaUMZ9Phtd;7Ex4cJkBNJm3Bwc7jkGwTpqvYAUe13Avme6iFdxWL5cC;9999700
4WnFLzUwg3vGHzEnd9A3FxdGbAcwi4VXCDofUccKfBnd;Anq21sMCuHyssHvDGmKxPVuUa3pbxdW15zjxYoQ5JeEC;9999700
2yZ4aFW7qP4dJyCJpPYfEwqDjvfX2G2cuhypL9oaTpdS;Fs2YVEe17fi2ofL92NSrCCwZmHG5EWEtgzmpeb2Hj6oi;9999700
efNAqMdq9YYv8yhpymbW3LsfRfaF4V74XYwXn3kFJ7H;CF1NhmHsqKjnUqLqq8HGyP72X2sPXU83KeWaDhKS5YnQ;9999700
2j3Zj9GtxFSPWYJQLwc5mLodqjhvGd94TfxdnKAsRV6h;7Kz6ZCwJhWYcXtfJdtCSaDd6JetEFafTgiwdJHc8jK76;9999700
CDs2giAmfKzPsa7fvMVFQxQ68MMNXZUu23mFZcN9cHYQ;5YhE13iYanjexbBtBZDnVdVEwSjWkQfgLtajVH5ZXipj;9999700
DEcjNBuL61UzJgoJPwKqp5JmWb8NCWsBEM3C4Yt6F7VM;H8SZZeF6YtRYmAQjtkUcVY5MGBto8RQHg8YnJuAUYBkZ;9999700
5Aev7JFfnyggWcvkjpzogGMs7CNAhCLg1uYiFZSTivN8;4mqz3XCXhCb15vJvjEqxw3QerCq9VLpWcpftddbkDqNg;9999700
8EbT7JEXxtomTs1qCZrVkGkJ8LFis7mhR4ZCr5xNKw1k;BiCowTCowG3boMytj3AdWNEfbfBugBAEm27mSdQ1M5Td;9999700
7uAYfSFrf4HCH6ZTaQZPZhULFsUzRqkPW9J5RtmFgVLE;2Cg1LjkbSCnkV7dHDeBfeephg7eRgaUho9zUYqPid4gc;9999700
gPevCQU8JsDjeQfPeWczv3qTCz3XiAoeqz3AexeEQLY;CXRvB2qXYK5PKHB4kg8S5J5hrj2rKaFL97epc3gN2uBL;9999700
8duhXfeCsMHJT3Fy4415bc16NvUKuvHUEBfRLVVVwp86;6mYfH3nCMd5JtvhU5coj6rGcxRuVHjs5Fyb9QryryPX8;9999700
2QjqEKYw1v6F9cU1swxvbigJGg9mLwBu2W95ABM7hikD;3ePnpqkqiomDyrreQxbSnoQiJBhn6spJfBQRNYhcZVpZ;9999700
4x9Z5P4jcPqBsRexxiofK2Qt7xG1CUYdYcSMrP2DAkW6;6bnmTJopUXp7nqG2Xx8EWT5QdhqyuyNsYKV2R86iNGxP;9999700
5mKu2GQ5pyA6NztnrGUmWd394fEb462hykpnFcor2AUC;9e1utNQGoCSL7EoZr7QirqBit4bdEWzYt2SjTTdDsTrX;9999700
F2ADPdDZEWwGnPEzyNVagZkjJaatp8D8Ymi4EG63mmvU;EF1yiv4f2mbFp1PWhhK7EPedgb8fucgk2EvpfKfPGqqX;9999700
AqVMz4esxkWQLgytVjE47u1a7hubJHGgy1ZcV7s7MCkf;DhNU9uU9f9HQWwYSrLi9PpUB8A3UoZ7soxBP4jvwka5k;9999700
HnMD1D8QkCgcdturTJkA33KUpk6CEJZRJCyNQ24ttFh7;EDVunH8mQhX6AkqhS7S3ZmR3YCwCnzfaK8gA6TDDx9x2;9989700
Caa2F4yvQzKf1Qv8DmFJ6vp1gCFQvunVLRLFtz6uwWUn;6vxc5PhUi1CW9jABpXxp6WP8snwhRat1GeYJJtX1n6PC;9960300
GU1oUP3u4CnLwuAoH23VkiDtu8dAH1zLQnuspSsSWsA4;CgZFp75KXBoj9bmSJBA3fYvJh8ytQEXT99X7VPmb8xF3;9740300
GwcpEkBiQzxNdHXvLcWKNboBmFiw79iS1cd3cL9YsSEU;CqDoHdWCXukjFNSSiqBcfNJHswbY6f8dp6vQQwtsm2AH;9644400
RobotArmy;GJPXfCUjDy9PjqQ2Cvh7pSEvPu8vRjMXz2kSULBBaSLt;9349800
WUw4GjpxhwDJo2CFevNuveYT2VV7CxpQqbJYXXTkYx3;BhbX6orFDZ9G6t3m4oSbLyW5fQNFGpjmTxgh7BraCBus;9112900
4Wow2yZ3Dexva3B1L3SuSmvfV7qjkf3KH9okzznCn2wa;5hTJiibi4ADun78r8nYSP6eza9U3vW5e9GoekCBuSz2R;8634900
Jormungand Labs;36z2quTJD9JPAbvTgecCXnhgjJkreA2F7SHH32vXFExo;8225700
SkalpMB;EY2zW89vZnPe2ts1FMzPK59cuEq69rRzEAhyLNge8gUj;8212600
CBtnUDEH6w38biQKxzFmjDTp7PTVgUd9nuz5RSvqELC7;FjajvSuJQGon3SvMDpLFY1U3PwMcEmHVtcqvvyqjEF98;8094400
6dN61K6Y9mQpjQde4ToSjUqK6CfE1XQt8EwLeBNx6Rqm;25xzEf8cqLLEm2wyZTEBtCDchsUFm3SVESjs6eEFHJWe;7939500
DGAQEo5DSJZCeKC9ewxzti8ydZPZS3wY3bKDkpyzJHmw;Ztd6Uy21iiP5cdjakjgGFanytwjAD4j4nKXGB6ZPozS;3378600
CnCYgmuQD65FVFA5XQDZEkAAUXpKnF8t66mSzaZxxk5H;2zXALjRWvoyzNdXk456VGNjC9BQa5kLm64tSuiRo9XPH;7628100
Zambogami Validator;7iEP8fEN2be9CZdeiXirtVZTzLKQCEsfMA4E4eeik8T2;7518800
2X9ueHWVfEJmcyKtWoJvsZJYTU2J6cgpfKjpvGNjUesi;GELT77XW3LGNC3CTs2tFMVULoxw9wC71QuWXjLTMWGX4;7052300
BFYS32RbwN244va4CTB6bnRGvJ3MpUu4RXR9fMHxCyZ5;8VEwU9oALN5F9D3zLwaJoJxx6P9ocp49b3vy7eWpTLKy;6897400
7sFeozTSUYomDExsQTq59W58s4Fyj4xGmh8KLGxmEjzb;7MwgR6dGw6E4G9zjG6aLHtNV9F2oha5yHUoT11a5YqK9;6805100
3oQnoXJcWrtrUMhBzHbQkapZLcnEKZWeqiKvmTFE8vQJ;9LWHyBSSKaGsfyFu9jn6ArSRGiTzZ2djNz7tfcCYxDNy;6695100
MEV6SCPiH8GAJjHvAGohUJiyZ1HwMEJczuzxoem3ja8;YDXezbMokRw7yNoyf5xJFmJvPUvT7QawNwVneG5BxUn;6596400
AUgbNHRcxPqfmq3CXQ5bvy3BpN8KZt5LtXBGSH3gV5B5;FfE7rncxyYJvsqFu3Kn323sJpjBXkfMNXwd4d8kdURk9;6565800
Karapet;9EzbogBnGi8hVeLXEyFu2xUo6qi5JdEELs4y3cQXQW33;6544100
AFMBF53SRVTdXGe2FUKQ36JWGNGbDcFLDU3L9HsrmMxh;82n1Pd5fSmmTBXuRfuaXbaKYkT6EnzA6PaZwFRGs83cB;6374700
873sojP7KWAvkgvRM6q8XKQYPCHjPxpFHYLJy5LyR1v2;947xdAuv47TBCPtDf4Rhc887UkrZ2demBwS4kfYCqqa6;5868600
CouDacpBtF6mmN5K9aXyVds1XRkmo6J4t8ebFZxAecGh;3v6FfdWMT2bcoQQ9hN4F2syu7qhRHzNuCPPQqV12hsw2;5856500
3ZkRt2m93znFyd2eezWpziZfKK9RM29q84QFz57EFTDD;BVwiz8cWorHNu57qducXyAYTUmVnFAYr6PqtyTgKhwKf;5661900
Eosis;E3CTBwiLeBzJ7AJzmVnqtDBf1wHXv33uPPg7SjkGKWxE;5600500
Bx8QdtjiVxm7whU5bJzPCoVorMwx9zvJ5FCrrcspiJZC;3MAiXWrrSD4mrL6nBhxFedhNPu2tdgSZMDX6BTWaDHzE;5523400
7FBJQgv1uJgs2397AnWZnjj5DERi1F5VnzDBwjBLrRt4;GbCpURJT4hAEe7vk9nzNULzFAsDQXSeRWtK2RnmLV32W;5500500
9iugEeKV88PSiRK9jUK6mCPucYHZSKzpkFAaWiRP6iDn;AQNEbXjfsvR8wSTag5GRTBeBXUNw3oCndjHV4grdwhqV;5290900
8Y8FkfZGcDnYwx3PP8CTByvqTKp1F6SBWEpyGXLTf6Ep;HouseDsEnaqZQM97xmy6vmACUW5ednaqTiq7EAdvpHKZ;510700
AYkNg9351QzRwbA9dAxZzPXpowbTLen46PpctMW6EHXw;CRxdnvdZYEa8Eh5RxypiAthBPnpAjzaTmjqc2wZvCNTr;4999700
BPJ15GZ5c53sryTuHqWwWjvZx18qy3B2QE1CvVBqPJL7;Dro1hjqsT291n8uADuwuE761E2Q3hgdzFYVrWBnBM9Pd;4950800
foble;8eEzaWfM36K9XsQvryAc8Tu9nfnqEfYib9oyCzLrAM5C;4935100
CKUox1FamkkPhzahNjaBytS5FCB7cJggCvcNLDLZCaDY;Fo2htW2sCDMc4VhPcYanoKMQiLV9UmHCBcefmWEFVULe;4860600
Blatz;3HSgNsx9rQsAFZrL7k2BAUuL8HpCjhgfxXjrPBK9cnjD;4833200
PPNjR9i2sQQAJkDV4Q2Js81wxRF3KcDdCNo3ZfzmP6V;PPNsSVcsSoGuQEskQfahZYtB1TDgc6zsyRRTo9Dmaok;4828300
AjPstDaQs2HKq2qyWjAdijPS4wv3RPDejsYHeVh6xwPC;HMArFr5hNKhVY7bPjYc6WJEbDmJHyUvgiJZgrceqHNAL;473200
nty Validator;21ryEourynXqhpLe1DsFz8yoeFKSXE14T8bKBFmzcYzt;4516700
4dV7pEcdtsDsVdj2eNk2vegg654ah86sHippBeqTtKJY;D8tYjtVVe9kkB7MxmDfntqQU4ZCM32kW22bf1mpPKcDY;4392800
FwDVh1TWcVs3A7ndr2wdyEy62jsyL1LzFsbZYbR5un6Q;CwEsA6kkUZHnuCK2HC1WVpriBpZWFJSKW9xxrdednm6J;4239300
9MT11dQ1pAfZ3KZKcVf53PsHu6epsMBgDpHxfbFPGzMV;6Q5YjejgNFCnXCt52nq6MPx5wTWFmbihgt2JgV3zxdiD;4026300
8UQ45XfTAHb8n6kMhix3MAsinKggHTGja4LE6nnQsJPf;mMbT1QzXV3zKC2brGDuMBdAvzE4S53TDdpG7P9PMiBL;3837400
9g7k1XEHxsSRN55koFCUNnd5Xif27USZapU2H2AZ8aXW;ATpXkCXWHRwA6txb6PzEGRPYqnZ28Y9CKodTH21en6kG;3807800
sh4rkGLyKwi8q1n8bwYkDiUC2n1cs6tbWSTGogd45d6;voteDNom5RVrC14QfYhjdj5AS2xD3cZ21QMoWqbiroe;3599600
jonees;o8Fcigd8DDix22S39yiS1aegYdTWUo5dBaeBasyK6F4;3198400
FoxTeam;Cr9oTBpsBtXJNDuUBMzPyS69zaX7u9VxNZTY5EEeTHrq;3177400
canareano;4RyNsFHDccFEEnbYJAFt2cNufFduh8Se8eKTqXDVr82h;3147600
BvXzmS5rLW89nHD7K2qVjcERKigDdJ8Xhc74MQZumj9J;GHGpf3peyQUbWadARpdXR4oNugufNDtvT9pPyBEZJa6h;3095300
J9LYHd6ZY8FvtPcjcRbyx7Ppj6mwtsHbkfLXnikuDYsP;3NG3tF6yHhGRjnVz9artr1tksC84Fwd2H96vrSwdHAf7;3090500
888 | tnso;AqSThC5LAYcfiPM73cdwDfgrCvDKHXe1TmCpUE5tnmSs;3040500
EaRH6eMWnXKXhw1tqve6eUXnsoWYUFKeSbXUyBEqyPYJ;31J7VodSmMhebVNmR3BVsBkv4rrpbEmGKQm1yKscsZH5;3025100
CWKFp3Rwr2urRXC9ZwanN286J3qWNoJ4eHEEWJnqPyFM;3sAR2qZo4SroPXsADRSTgERyzSVTTUorEe3yV3r6uN4F;300200
JBAGscXeebsHCh6Lcoq4LN7svW3h3BJ9GKzXSEJqxZ3g;GeNA3d7npeuReW3gke1USVm4Qm3qL8xEZhbbTmSGWVkZ;2999700
Jiradi;G4RU9qUt7tG8M8E4L4ZfXtdnwPTcPpaWwLEvSxtdRNHF;2830900
F9EcdNAwmvV7RtD4N9ncoPgMe3coVx2YNkJFWQM5yXgV;5rHH5G9FgxaVXwrSy37sCNwy7AjnrbgPqVs9Z6pqRnz3;2697400
denol;GwoUPSb4cyess6AAxaZ823jNyMEE3MJZKpLtGdbWbMfT;2678900
HrM7kmREbQjNBnb5DCD5eFRrEWHtmjxPaZGrRs4PaeMe;3aqzf4RX7VhWzG9xJCHxBPPkrpnCJTz4iPf25uyd25v1;2413400
24ucghXyKQyCbGGbDUmkkvBPuV23w3ntzgXMomagNrKk;7NLX7mE4d5GqBErqfq356Rw2Mgd696HsAqyC6PsdCceY;2410800
DE1bawNcRJB9rVm3buyMVfr8mBEoyyu73NBovf2oXJsJ;8XgHUtBRY6qePVYERxosyX3MUq8NQkjtmFDSzQ2WpHTJ;2305100
G2fzpkX69kmaYtDtMfUkQHykSvgV24wze9ikb911FHT;AUgLtpPVz6zL4iVCXZwi3cifLERdvnHsuVhNKzqmW45i;2286700
6kViwiReoQAgE6w1hYo4rLcyuiKLfB2R7tyc8qcSR3AP;9BfPGrQABn325RH32QRDujQu2vcd2FD3WgJeMNb1buXz;2217400
4jca76bzqbtG4jsGGdmq3AqbtYGHbzKJR3bYHa1JXTLB;GZXi3rnkvvQz5s7xf72zGUKf9TfQQBKGhr7spwJmZ8Av;2160100
HW3qEDpt2hwYVdWkJDFb4YKEtdBMz2pH2uNb3dJ94f9m;EyMZKxnsWagFVTGUSjHtWpoS3mD9S5xkKqHuVfpYSzzT;2041300
GdnSyH3YtwcxFvQrVVJMm1JhTS4QVX7MFsX56uJLUfiZ;sCtiJieP8B3SwYnXemiLpRFRR8KJLMtsMVN25fAFWjW;2007300
3Y2LS1jKhP76J3emMXgpmJnCc2HuaCGihFNp1UdbUu1m;GMiBDMmwFRZfxVuHt3bXe6ZF7mGUBGWKXHLfY97NwQ72;200300
7Np41oeYqPefeNQEHSv1UDhYrehxin3NStELsSKCT4K2;4785anyR2rYSas6cQGHtykgzwYEtChvFYhcEgdDw3gGL;1999700
CakcnaRDHka2gXyfbEd2d3xsvkJkqsLw2akB3zsN1D2S;9bRDrYShoQ77MZKYTMoAsoCkU7dAR24mxYCBjXLpfEJx;1999700
EEARN;7X5QAMP54upioBdu75QZkz8hpYcwz7UmzAHGB2STq9da;189600
Stakecat;BJMdhjvPfBp3agAthKPDfYQJ9dEUmmXtnM66e337z5SL;1750600
HGtPd3kgQBkuNeJcCdpKr4m8Cugv1SJm9ExoV4Jw1PDE;954WZR6PWu8VLGeekxNasWQQ3KHbqgYinMW27H7rffZv;1699500
7uJ2LuQeT3t2qEVhtwpHUeUD4rwW4SpCmHYzC2TfkZ6Q;6EftrAURp1rwpmy7Jeqem4kwWYeSnKmgYWKbdX5gEBHQ;1675100
LEGNUM MB;8HA2gPaMXKXJDXpbFVxrmTDCtZZDPuEJqP3Vu3xwyq6M;1637200
2MTspLakDxFBRLdNaxqyGi3Ln5MCPVYQXgEvFFxcznxL;ATth9Kov6knh1pW2FVgafCAYEGdfUrfwsgLU8ABmxKu4;1622600
3X5fSxjnJ3Y626cGNosRokUW3nYdTpvZeheGpSjD5uEb;2DZVYFkMVumN7wuTSjDCAqWmpu9ydE7UoeYSJVWhNVEQ;1527400
RosalesSierra;3hn9yQsPUZEGdWmNNGQhDb5vYMHdZRNzNULmQRp4JY73;1401900
DeadGodP9cErFezDuWRBQk4foLZbZfyBWmzHxGu6BLTo;DeGodsKvJrNTkxcnXVzo4FxpVagQ8XsLKibqxNqJPx27;1302200
BFzeiGhzaPVcH8jA9mz6i9mBuCb9pmVknMW3xxf4afPv;8dY5bV5Ur1Yf9Z21ETZBRNQCMFtTr8ZdByeTo8tNAxFW;1294100
38mTPbpSCC3iPrdM5KKy2kXAjdSdw6GyNndMKvgHDoNv;EKFjC8KjxYBnynAukz4Qxb6uLviuCYpwQB35WpoEt5Ck;1284100
F6R8SLiih4rZj3h8eKLdxCS9ZvcsGPNFhoZE9EE4HSgv;CtPCVRsLKTdPbJxSwqM4UBjo5RXPT7We69M6kqZhrCFq;1254600
6UFbAZu536R6H9n2EtVEdB8dbZKLBax5eoPxDWgQZvRd;E8EVmJkRAy3UhufCnpH9TCqCd5GwXUGiKHAFWc34iVU1;1137400
GQc311RbYBC87Xgx3swcbUjg6oqJ9e1tz2QkY55UxEMA;8VNKjGimak6Y53b2vHfcg2fFZMN7gWM1DLm9bhDXw8QS;112200
B62AB1z9j242fK9tLJT4VuTibjYcc7UNQt3QfXyPZBYQ;7d9TBdQKjWAjtNfQvQBwZT5hZy3BGU2R3R9XP4CbNLai;1112400
4Kf5nGUaj8DqW2KatmYvEdJT9D1DwPkvDciSHRqzufaD;7UZvjsdGvajpc39S9KCBKPLQJU3zrEWMcp5rdBdHmhHT;1109700
7dvavCVvY4tvTEQXZ3B6dRYGry34R8pSdEw6iMYJGqsG;EbzV57A1pQg9x8Q12un7m2uLPa2CJbFEegTs1r1VL8Rs;1102600
GtED1BV3tdsYhTv1ij1GkjtLsgTbT9LQnpENnkyrpiHg;Ew9AJ6Cu3W9unDqCwFVoEG6oFMVmfmkHm5UkuGbRhass;1099700
4BCjQ8tfHdBvjLsQzvaTmSPasTKaM4L8NVKD8tKd79Xa;FERNT7FPaRgz18Zc5buW3vKg4YKwvadKVvUDfy7xYNi;1099700
p2pUJruVeKTuZ41zbGWcxienmzRFnUa9fjBHigsR3QC;p2p6sw1z5bCjoEtTAVrccc2gCjZm24q7F3SD62TLekk;1099700
Bartalamew;7z1hAsX5MoyDLmsDvqPKBPeh8ZRdvAR3dqXHg3TpcBkW;1090800
FJfh3XUydWdBtrVTafcTyQfsgrpcggr1DJMGddKapTsL;FQtMWMc1yo8NGpvPEFck2eCaTexa1434i87X5T9qDwqX;1078300
xotq5zcG5YB17o65MiLqUiGkU2irZ4ztwqZ8UdQbwoN;4D9Ud3zA43DD8T7fkQA2evLYGAdDnPBkKBtMp4rt6uwa;1067300
3cvnnvTAMqbsDMFfrfVnGhjpsZpY7XjZXegjAUm1otfm;denbgNhoGgvruFNaz1UiH1gc56RooG23TWr4gNSCmah;1065300
2mamQVprQeke8cjMFEc4wcVcKMz9Z84P6VqYrQcgHCee;5wNag8umJhaaj9gGdqmBz7Xwwy1NL5yQ1QbvPdQrDd3h;1057800
BLADE;Fu4wz4US6dV6GzZrv9NnF18KeT47tdbDKRd7pA6DiyS4;1049400
LightStaking;HhzsBi7Y6DPfcZtYAUcbhNzStpicPar8Psy84yS8ZeVg;1037400
3Fozk1ecZWgc5CnJ6XCBQtCJ5KVw7mwX4Aq9UWiyiN9U;9uASGafRPWpvpfXeuwcA3TzMUuP5BoHfQWtcdGMyYR9x;1034900
8c8r18T2aCDEwqv4ShbSJzsN9SN5mozVFNtZSBK1kcTs;F6caBWjhxQJVBDxPb2DDATLKuYgkguB41LofAKpXReKK;1034900
FoxNorth;FgdMXZmQAy5SfK3TdGiXEwb1ZqBSp5wJunUqKDwiEZPD;1024800
4emt9ak3scs6RcPwNNsXsMwz4N2nn9G8iwA2n42dkAfg;GsuRNwA3cKcQBgRe6ERb8XbMyXn5kKREcpJCyBcdw4vY;1021400
GBV Capital;AXCmFcJrDKnigrAf6KYKZDzuaBoWbw8K6v4ZfBvDGgc;1020100
Gxe2348jugREmMpkwjpJZifUTiD1haki4pZYV5F7YpM3;9APxFUuvWfxWQj31ZCW2XBzfrjnaaSNEzZvnWHqzpvhH;1006300
DgFftrMuEiK9nXCGm58BqWAMcgUdx7r4ojbzoBpdLCii;6L4bTvJ4qNLSuMnAma77g4ftjgtDaJMJSwkZop2MVRj4;1005800
9XYbQznz4g4pKA3QiP2y4ZwBGxFrFzfCfuja2je9XpEE;DfUg7ku4BfpQycSK2Y3YwRYVa3ZBHtCiDinmhCSq7p44;1004100
3Fg4qQSw48jp5ArYyuEicbVsErwGwrxhq3x6kvkoRTcg;D7wuZ935mznAM6hRJJQBpWcBWyvVgUK96pPDZT2uZq5g;100400
