Identity;Vote_account;Active_stake
9m8LEoKWs5L19A9yzY3Az4ofz4F1PwJY14vbVG9irdGY;7QwGLymkdP7z2DpdzFXzNb9XEG7tsdBL2ucAVVjGmeVh;544356400
crsNbc7kuxKfSn3m48ij7Rynvnm2uJR6xQpz4ptZNbD;8yz8LvMFkrjN1qtokYvK1X11c6DveWb8ATZuq5mkmJNc;502870400
snijeni;GbxaecfPrKMXPDDCHnJaqwnZfAumqWsqA57hhC48D8jy;490403800
3REZbLvt2ynKG3W2sCL2mhPwbejvV5RWdrxAcaUiQEyM;aD54pzcjCRFdoeNpiuMJbeYejAAd2W55iyXJnYwoP6R;476451900
LSV1G6qbrCWhsPQLmm623cqXU58Ha2mZKHJ9ZadbcLv;LSV1yYBUsxwY8y7AgL2RcJDVJjnwxfeShxaXm7Edrwr;451725900
7LyD6dUSrjCmZYeor4uiTPNZgSTA8zoLFmSKbb6Q2Pps;6af6c11dJbUAoUupxLGR3Y6CGsf8HMiYU4QCA5pYmDuo;421150500
5bBECyn9rNvcTB8y9j2Rzs3myXUDR97m62oaJong8sg2;5BTgeYMDUQz59sdNFr47FVmA119QmsoZNjUyGyeGb4sJ;416821500
8c52dQ24dSKKmr4exjA2mbikxuDDcQ7Zj1YWMsxFAmBd;DawVi7TKkWS81ZKyGTmxLAabL1w5gcw8FhGgbHeGJGnj;398379900
49fjdUtT4GG8M7XhtnZzDnPXzioncwY9hWYNpbZnA97p;6WL8sgtssHtvrV4enkyXge7w2u7P5NAGHHKRvtgd7cjJ;389865200
ON8;3TC4dtYuka6fhC54ZM7yicFLmSJq38GPs1KCSwap6CuT;377549600
7jmCjQt2D5MVvSz7NhpHLCXGsh8Mu3qeBbA4LJAf3Xsd;H8BoV8s8v9h5ijzSxg27xbZbAJpcnv7RWpn6B5UdcRFX;377408200
ByyYvJn5F48fu3ZjSaaV5Qv5qG3hn5xtFP5rAVUDPqP6;4wVZvk14ZVEYMPng7pUmKw1F6BVogyKcut5UFA1gPku7;366027200
4QbpvfQ4tfaGwWMLj3zpHhdHtCef13r6E3TrCiP55SZL;G2fNjXEoWrewU9yVboswKw18AWUjN75Q7DiEM2Hxq19x;346730800
DoubleTop;Bo9xXMsMvZF1idERuQ8Gqn8kWx1drxUnofxtNajcLsEv;344574400
2v1RkcDHudBLYV73jbiNw46JtFtNmxyXfUG6eMhJYMz2;6sRLk4b6gLvVNbBPH98SgY8QARUyvPK5gSzrmbAbu1mU;341036300
AGE Network;FSj7gzzNHhALp1qVP7BLqbakcLSMNosEtykLn69vHXyk;337131600
Needlecast Labs;DYGFK6DZZ1p8AnA48GUD26ygUUpQRKgNQuMHxrhyot3A;33465200
Gb1JYQqwcWvrEp8rxmjiUJtnGVSJGeWFrzifxeZUC5w5;2U7MwCTuLUe59aXMM8VXNTDjdajpZxDJD6vkvVJ8iDHf;331299300
QaRMfSVgNxAy9JSunzFA395wZDT46d8ZRwRYnEeNSiU;ADRLhsipVVkHJiFhzKjKY3YPkisiARU8yoSmNEpcGvmw;30810200
F3N3wnf2XbK572patMoj3ZwP8kwqkp722SeZNxRGnSKY;H1ep3ALLbVrYKLLmDfDvUgFNBNDcpmXTivhkaJZEUGuM;307896900
NO FEE;NoFeeZ6ddr4377ss9edzF5dscUHzaWuergj5pPwSn4H;289328400
CyberChain;D9iBN61a4MAt49gvaovohF77zqzoyQ5ERVZUoAfub3o2;282.97
a1exwPymWZ9Z3ouEsYTrjLt3g7Fsf7DyfSF9BfmGser;HjUP5kR1p2vC9g4Rwd7oyfFU8PFBXC1JW44Uz9T64CUA;282595900
81JyjgUyLbqs2f7iSvrEBwE7Grj3MsQwULMGTxXKnLvS;CkyA3Xe8SGRtXkZ16hbske6zV9qQ2WNk2agewovcfhsN;275531600
85efUQWdzF1BLToN2QHg3k4J6TNzGcoNhT5kcQuYJNhQ;3MvtE9TsVm7hUiKaNAuJ4JZX8CaXRRdvMfAciJ9DCGLS;263056400
maxblock;5JR2Cy76A1wv4HpvmJbELkMucYpx5k1L8c26guxCNJQF;25408400
3A3xHQgmY5EcbKKC3aaZ7ftJrhpKxZDh3Gyb5GPukNTd;C6RzXrzqXewJ5xsYpYPmveHh7A2UUkP1932FArXRSAzE;243645100
5FLYxB6gPS58CWdKc2kJr3wNGs2wG4MvQUsPsF3JP4HW;5FLYx9unyge3RgRAYHbFBM3zHH2G8a36hZBfwetfSEjS;240592800
6AdWDcZshUPz1oShEdBkS3jL3WMECofptm5SQPz1tKf8;13zyX9jfGy1RvM28LcdqfLwR4VSowXx6whAL6AcFERCk;227391300
5TVdz1fWaxKhmMTanDGxXNEJmjMVHT8p62HLyVq7Vf2M;FPS5ptyd5iJBMaWs118XwjWHvveNSELj8QeyTG584J3u;223982700
CDD2947ytZGUtSiPGYSexqMyQfjXQBdSKrMmwa8dqSNX;Bt9u2Vmxu4B8Kkjv6RagPskdeJNS6E7nGci4d68HJ3xh;213966800
FR9mh1vpduVxEUySvZmj19wYZqFaPtjRyLjQ5PvyPpgB;8sLiGeRXLcwtPRWwCQ4QxBXCcipZ31wfXjnnujT3KUTW;213297900
Trading.Care;CAREq5ENgkcmKN2B89NEtK3DAb8H5zVTHhnXHphYGcFm;197397200
DHDENdYGen85jGkBiyZFfUVxjbAFd32kvhB7W4YvKkfq;CKBuZBQBsHwxSpgVsQC8p7p3fRgCxqGnwpAR7H54Mjom;188789400
DQv4kTzChg7HcSoMtUxxmkMME1Z277iSen4YKE5KjpoD;BWjYF7ZX8b7Hbj1VHKJVPvdGmxdh59psWotJb7pLBAUZ;185999200
T2T;4nQTSgKURZexbRj4oXKwMiqwVCPobTcaTyMph728J3XR;175436600
Valery;6g6jypXGeavZPVkWSu4Ny5bfhTMLFnuSepfGMQkQpWV1;174669300
7LFftvhgcoe3btKAsAB4pdMV4jgv18JWRrfQWB2zXMbh;48gmQ5T8iht1aw2gjffWDu9wmnkxNingZHEx8XTVKrpe;173887200
ZcolCoyote;22MB6hXJrCgubFstzM6eDYDK5mq7w6cYtSux9G8Sogk4;163240200
serghipich;7WmXq6EZBGaPqtfPY3hvmE8GQUwC37iRc4saRcyoSFWR;157065700
8LMpxN1k1GqM1fm1bPNAD22X2aNtY2EPcXwGG2d4yosL;Mo9SNNnzv9z62cxc8ao5gPr3kWZ9rSYVQHnd7otWSZv;146126600
8uKfCJaQMutDQFgCNvYCPh6zoEyoSJdTCTe9PgDTBW7s;DuH43g1bKd2V1rD3eXWK73vg6jAGpBYesNWQzYtL8hw8;143631400
AqnGWF1opEtzXw3NMcYL3PcBFFBJi3oyKEvQTwfYvMXx;8XS1Y7zzTFpw9A4HftxF5LNtQMkuMcF8udT8vrBUDTec;141126200
FhtTzi7AjoBTY3RWydBaNQNmcQutpJBeiGYmBET4y1bG;EZCFgnoVjPViCiZvmpPZCnaBrQ6Hk1EqDbkPW8S4FHjb;140754800
BthXkTbi4rhhva6BSm5wnr8EYosXhHDfnyaNzPH6K7ct;13DmkMhdpmJJu7nU2ozAyPiKuopZbYShMHV3JAA7YVYC;136265800
B6n2AmQupmavy9iijpqr1v3oQSDP9e4XAUMYPJVjRjz7;GQznhKBCBSNFTborpNBj99QupnGr3Wiugn2YKt51wF2g;133775800
01no.de;E27ovWovAA7UfwqezdPry9Dav5cSYh9Bpzz7s3JSAkJb;126245100
Kafman;Cz2XaT611zudwqpb7FezbjmeBxz5BBwtV4BEiyVjnW5a;123994400
TheValidator;DeJtHx8YijwzNRDuEDyJBgbnXiHdbKZzMGtHXUF73y8i;123674600
GMUFxDLMSpjBNRenm6CdDwNh22vwpedHkUoe3rrYFzCq;3rV2tk7RANbNU88yNUHKtVpKnniUu6V2XVP8w2AH3mdq;122995100
sTonoJtz1UBQxmRaoMoDAnBA3n4P9gPJfYaHnPQM5Xw;79Q4BXt1wAehfqjhhfVRYoxfApqma4WqjqDYs5USF9zH;122158200
ESYbasgzxq64N3TbutKYWbyZuzPsNxJRhF4wy1XAcNLY;3fAvmL3MsMCu5iw1FMujiBSZGFEXzq6S8bY5vHrp5mZk;12061500
GbHe682zUScwnc3wu3o6SRGUdrBaS2mgDvEndD6Z4cis;DD74C776HxSr7rzBhoawFqGf2NBbxurBXkjPU1oTkNJm;117005200
6iYUKnywYPEZt58hYs6WKA5tZjxL9MFupCxDkygX13dm;3YKcH4c8eoAKkghQeGavg9HZ13fSe77RWM3QoFTCV2Gv;115222700
M99aEAr7h16JktKPJvQxkCu9fUQQk7kcv1rcxBYPWFD;GAEiWiaZCLLFYjEAWqiDQzF48sTTGRqcFMNRoogPz1QA;114712100
GKMB5bKjFreAaNKGigYZf6URirurp5GHyUoDJepF6GmB;FvReBpAmonk6XpuYJmDAHimti5B7wNUW6oY7oz9pojnH;11390200
7dQMNNSoGymbzqbDPQ1w3E4qFAciSB951nNWinZ4wvvH;3yafqDTZxjRCaF8TgPYUvGhnCeuK3sGyoXVRwWnS8ADy;113596800
9t9tsPBRJ2PycnYNNEbgFtmtg7m8SXHYzjXhGgRBEuGJ;EY1ywqbD7W59PNLujMT6nkDLJyzVrtfLfi77hzzhLoHJ;113268600
G9GXZeqFHqYGKHHekSrCirj7Y3JKCtUvDgosRkikgJWQ;5rhRPFtBXDMvL95yUvirGA97cz5nWg97VREbC3CUNxao;112722300
9jnYKtJoHKsR5XudQnvR9cXTxeorQf8C1wqZvU79govG;7spi8Z1CpG1AezUpjHQ5rGKxw2dBoeTfBmQxqT1YkS9y;112042700
BNDD35iS2dCCCcawsL7kDYeo9BEfF9dS7Qe2NJ6gJFkm;4R2eqfCDqN3UesKPW4kSTZVd55955V4awbof4vBuWibY;111734600
HzvGtvXFzMeJwNYcUu5pw8yyRxF2tLEvDSSFsAEBcBK2;9diFDvrfJD8RvBBF36cMLyQAnvafbeu3KFKAwv4od5nX;111626500
FPwKd8WmeugZLZySCcr5RmqdVnQvJ5zRQRCy6tnkdLQF;7okgo2YWz8fgNLAHSmAFwqPF59GMq9QuTSFSzPkkVcq7;111398700
CvNorfaayk8vyFVpSQwQFSffPf3AHwzrNijBRLqawZiL;8L8adJFEwA4PdyWg8xXvGWYuz6s5pR7UFqtgXJVNS6vS;111133300
3LboiLyZ3U1556ZBnNi9384C8Gz1LxFmzRnAojumnCJB;Dx5yxUL3DwNfhsYhLtZisNXrrecnDvoNVTougqaF7Vm;111009100
HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq;2wUhcnViyzstvWmk7NAboKtjbFbqJPo4BvFBV37dacLc;110998700
BnFVY6zedcbWvFAKa2976xNAkzyHnDQp21T6Xt3BAter;7GekE3x31ArGMZWxoSWyvguTogCQkrhm9isdjMRGWwL6;110884200
E8swCwkKkQ6HTMTA6e1ehoZxDKGkXqAM2o1TYgxNCX5d;9JDtYB4CsoRo5V56twWBGfD1ArMJ7JGDKsKNw2bKN3UH;110821500
2aEMDWmeZeaENzCqdCQARYTiuBwbjHgCAF4v5KrYKYNb;HfNRr1D5PkETkPj1YnQa56PosCTGMXwZBaPjeV4B4NB2;110685300
CqpTQmaVxet2KGsWTx62MDaiD6GMVvsxFD4Ke2TkbJSJ;EoH47ZVKQGWpuniDeZY1EpoDPodVA6GGy5t9n3fJwUzr;110554700
B3SBGpUurKfrMAh3vykyueokU9vE7EiGDkvGFzxokQoa;7N55twSEwaY6z7s4GmvDQwLZBNjCFS2zioTzR4cb895g;110412700
Bat6DHawBwy8k4fqsrgkSMb33UWWCDyiXH9AUQBrWiGX;GCUWGuMnmtMv3BFMx8EmeWxst18sihXxyU3skeNGTj8A;110348700
5hb1bVEdR28vJ6JBV97ELB83cSo9eoiossr2328HF9Ni;5nps5qfhJuzMQvZMDi5knRMdsDKw67WR3JsEoNSN4DDX;109589800
3GrLar72dBgRp8q8URE9ZrHgZVTBAhkbr1DXcMCYmqee;J3d5PR4JcAZa9jZnJEcGxgXqBpMEURsg98fKaUXYpvZB;109456300
Hb633GMv6MFveTs8caTyMfzdA1KawRU7Zp1kTLYzA3bR;EBam6FrvTP4xPSNVNFbwNioGeszDRvYDaqRmxbKJkybD;108.97
Trader Payne;Dn2cRSWAfQpb3NyUJ2q33t1scBLxzo8TZBAyKsWhX7zh;108938800
BLvTsfLWoBLjQqukF8qT6V1gS7YGHMUXf1jLWff7WnEr;8BXicETLFX5vbSjgyCBKbe5KRQH9nGTmWf5Y2R1k4C26;108767100
9nkbwUu8kVZMPSznrEkroG8bXHcgxPUTQxFbVp2oXYQH;HVbuTNgNQKimdywxkyP8kprJC421RrXv6wyRS566P75M;108697300
7TtTkgBLiGEwWqCEx67PpgYgwRF8sL3yBmFRhQ3JY4rh;HoZN2oWKh3bxzX1pdW3dPkFgpN7edabKCHSZSqiJnH9B;108383700
6FzvVXUR2sorV1j27nnYY2QWSYqdHrHPfqDJ2fz9Qn7;HNeRuSiDf2zazfodgHw1Uaou3eLLZFHZqLKw1caGpBTS;108352100
5uKVYewYih2zamMJgEwYaSzayFrYBJViRhhbSLeYXFNV;CzgEgJoSm3Do3TcwVFciwRAVNMkAj48QfLfCCLSyx4Aq;108319900
ENpQaM1pnKC6KQKSTdtFn2B11tjc4PLMfZNZSSevRSVp;4RtLCPgvVxr5CEdfC3tBmVaYCQVhEJ8d8efoDVdR9TGz;107867100
Evuqe4QtLb68QpJmpXY4VqUNv89bu47JDcti2Pf4SyrD;jUrdmnME4hMjAGW3QkC8AetchgNdBzfN3WbPv7kXXv7;107855800
12oRmi8YDbqpkn326MdjwFeZ1bh3t7zVw8Nra2QK2SnR;7vJeGJzbaa3bghTsPsFi83T6VCy5uLaQ12r32JA6s8xc;10753800
5AmjKfiFNqnXvryxY61onuAGvZAtRh27DatPBuSYh6T8;HBoQV5KNk4upoeBzWi6c6mARwwHGn3mqKTLcKcBvbqJy;105667700
DKfseo4PQ85avhwDMZeW3b2reTmTSZDW9L1M8Lo6EsUQ;2PYJNGDfECSuHEhWtoXNYcYFMHDPZQE15d4PpzGRnz1W;105356400
HPN8ANgpeF5mcViFW6fTCXGWPdQ6LhRWvcx86JVEkFC2;Cva4NEnBRYfFv8i3RtcMTbEYgyVNmewk2aAgh4fco2mP;10521300
FWREAFBxsHh9L9uEsFZGSkgZy39BqP3umsEBRv8sVEdM;65U5oJPjCpQPuLSUPJZVFWSQgRmVtgcZwo6fJREFiYoz;105095400
Primetime;7xpGAKm2Afc94L8nQ2EJFDwF4xNuKjWaYiW5bkAmE9RG;104771300
4p7yCqQnwPPphBLr1gguJ2WVDQUi4BJFm3vKyRAVii2s;7QDjqYQpBSWqr4g5Jp711WAvez1XQtfUW2vcZaCsb2WQ;104708600
Beetlejuice;FK466vE8ZPSuntKFT415H16qRJ26UPzmXZXb3jq42jaE;104621400
4HKaw3wC5KUYNprsKSedjLvU8MapMhBE6AsjVj3hvWj5;BrJc8DStXdxfgBzf5YaNJ5j8XPFdh5To2AohWtgV7tBj;103982400
6tgshUUBFfw8VHxEEjrQpdo6p2RxUADrFrUrq1gDYMbU;DdyLVpvQ3Kj2R1jmD4HnR5egGbw3oJcw9moSyswRvWL2;103681700
GCjDnoCZwr5ARhrUJABUPCXTASb81NDA6RYZfUZ2L39C;Y5QQUfYcTfJSTbV38jnvSzdGjw4F9yVipknUdAWKwV3;103617400
HiL3Pssutq8bxbR92UxeGGMkpCpYk6qJ1bT4jbyxryj6;2e6enRaMFbWBavUX9SpwoyvvAFgc6RrQHaudT7dzJ7ri;103602600
JB7V8DwXyGgKLEhbBMaw2Z49SYRfJzMmuB4woi9huH7m;5GJ8DWfzxXguFpFAaZsyDDVp3kp7ymHrBvMA5XRjpvbV;103573700
3HnQ9uN57PJZ5Lbno9sZnMHfFPmWtZKENUB9ZHCzcpZr;42Y13VUV2ujoUhEDyHdbGzVfYx59wdmZA9SdRu13Hhuv;10352400
Eik59s9go24w5KoyXGoyKSK1rUNYN2MLTv1iW2DFWkS3;EPBGTvcgt8PxPcNFQk6hrFHgKfoNXY9ANkExUHWq8sm;103464100
GPG1CUe7AHVQoBY2U4sbLwGPx78rQFJKEq2xsnkYi89E;Fg6LGnuXn4acNHpmCKqtMNUkALh17NGKx2pfz3suHfgW;103402100
Koralama;GW26xx7728na3saWrqbuwtzn7mfNYv18rhUETzod5UsZ;103360900
EHCGeABM4o4iwXvB4zJ4EdRDpGqhBgyLsiZm4Vd9UaP9;D5GaoSGqvRNMuc2YvenUs5W8YAVUFRLjRMi9YZy5fDwu;102999600
6acwgKEQeVbxg2F2RDigarYNnNGpARKbZUNENsjpTuif;HK8x8tP8QkCQydvjCe1nQHPM9oFa51ogG8U1pYXqUskd;102952200
GuwejjjLXBcR31unxezBWvcjiGspba7spVUTUfcCwyu6;BinGUhV7sueEzcHEaBPDit3ceqJ8Fsxh4wJqpAPjTZ8q;10278400
J6B3LDsrggRM2BcwPpby3JnG3XxqqC9nsqP6Z3R6oPtJ;stakeM3cvfUVxmhDsareCrqksos9Jv5tN9BJwrFLv3j;102405900
AMfpPkgzrUxPMf38A9kAChhbjxGbvHpS5KCmMPt6Lbir;A37h9tXHbU2KxnszQEv95H7QR9fCeK6ZHCvtqSACDKW;102315900
29gSYzfoMPpodb9iTkgto9uE6tjQTwEs2GAv7J4SQK7v;E3XA2112KwJ7evkW7HpoxB9QFhL5gKjtXTB5NwcRfSeb;101761500
CVsTmmAsDAz2Qxyq2uF6UW6eKPvdCKrhK9LtmgjHpN3o;Cet1ibvmyigEp1vpJNSSL8As3Men9oJqheG1HQ71C4V9;101570900
FeD1HoB2dyEZnxYpzUnkmQm9jTTY3D7cTf9TFaMGeBii;2oUpi6Qdo8RZmDGbrd5jcHeWnjUKRtExzSD8koxWbue1;101513100
8QLfmTYxnws98ogFfxdpvRSfSR7U9HLcighZHNfFNQwT;5h4UTTYdYnAVP1LbQNWWHXeBN37tdUopoczCnsthZToE;101119800
Bri;ESF3vCij1t6K437j7tzDyKspPeuMnYoEtooFN9Suzico;101055400
6ii4ZAStxQtixJ18eryQxdBLKYyesPJZjGFqSLuHRBbL;8drPe3FbV8SjsU8S415vtjarTnW9XR9TGaXbhAdWRUWp;101055400
DA3h5TUuKXUZWYPAkU1WyhNjh8F5dQbChAJ89fU4fktm;4mHV45vBDXZhuiSSLt3DAvthrbK5HbGJirY14FXbRrch;101044800
9xkVy66XvA5VtMdsVHmqkBefoeQh7Hb4sJhMMhfJUULD;8T2WGj3jZNUDXQyNKUx3kQ8FCNzEfyAXVCBqAh6BLcL4;100998600
3B3W679zPVmZWtUy6QEFmX7WZCgAqwwAYm9QGfq5KpSt;4e1B3jra6oS7nK5wLn9mPMtX1skUJsEvmhV9MscA6UA4;97322500
HCwgHme4BjrFg8qdxLAr2jfS3pHnHDZGypKPh8pUjAsJ;7s4mpa67DkW3eHzSuQ9rXNzfm54guGUEETT6ACPyZCQJ;97098500
Chuka;3iD36QhXqWzx5b4HHhkRAyUcbEgCaC42hi1GcBePNsp2;95762700
Toriana;dVcK6ZibNvBiiwqxadXEGheznJFsWY9SHiMb8afTQns;95698700
Solambo For You;e2aobeynMiTfknRgrvsBXsPX2uY3GVVnEDmj5fM5ADX;92932600
4BAgqCApsVy6CY6A4QUiK3WG4S2hQb1gvhQoMZR5FxC4;8EvEr9TchMG24F7kSE75Qdw5fcEe8qh4anVSKwj9BVfJ;91843500
G3jdoMafmGeikfPF3dHCqUpFGJR462mFct6SUQQqb9iU;FpnRNmGp6KwUZqbDZt83839f1kCKUDPFNupz3gMXqdAh;88114700
J94LZfHpTseinona9UMTDFPLAGND7FQvGkEYBNTgkKZ6;cY7sHgqa2BhjPs5RVwUDkR92uHmP36H2MmjEMGwvnNY;86229800
9kFdRqFxAQi8KipgGkLm7qLvbKoR4YGwqpMDKJvu5r7U;DDBCYLw8kkN8ZLHsBeT42YvEz5F6eq57zqaLCyLzFQnG;85823200
12jFqSMNBZWWLwgHPGYUCg9U1J9Cebe2jqnCN43PiVPL;EdqawSJpVZ34UmffcEk62P33H59YcWngxFVbutTXqpcp;85793400
6bdb3cRscVm1HTNNvgR8bumjSsQd2fbuFjwANtCLHC8f;DeFiDeAgFR29GgKdyyVZdvsELbDR8k4WqprWGtgtbi1o;85767400
HdhK8EQ3K7yQJsiBQjU8fJk1PctLbWMr1csHR9nVDbu3;8ptVw9EUjMcqyTwKVSnovJ8QpZtGPatWVRrsnuUCjqhQ;85605100
7gum4xUBPoFP3MoYpdCyJ9oRqbqjEcXL3NiBEtRQFCjB;CFuLZnTifqdukKpvz1Yz4muD5c6NHHJzgteXLML2GZ5J;85523800
28rsUPxFhKWhrHsyxDBQSccDtVriCSriDJRfsU1eYyP6;Gcu91CL5vrjeQfKabtmwe8cxP6bceK3TMndR3Rsse8de;8483100
7wTTpX5abA82iJ8FXmsvKXZAvGxoBJZk1qcurnpGefXv;EVxEUsboYAfuw5iAvUXjWX9UkpY9HSx8o6U5co6gkjRo;84749500
B5gQcnJcBW6XVrmZk6Rf4nDjVCDh9TejFQ2TaLKP3r4i;8Ub49zFyCpGDibN5pmn6wcHj6DfzyHYBaMAraacaBbUB;81727400
7SmSrZazn4EW8Bi5rttPF2EtLkkPLQcwLsbBMaYLUx69;BaYKJxNGP6hVFXudqmspeUxRmZ48z62npU7k7p796QtR;80047400
01staking;HGwcdwquyMtpK6VYLsgYTgftCLQabkxwpDykCHE2CWyg;72551600
Kripto;2Dwg3x37yN4q8SyrrwDaRPGQTp14atcwMPewe3Y8FDoL;69640300
J78SNwDW6G86sMmh7djnBKGjewXNpjD74sJTjJ1iNgTH;AT1kLQm1uYB5XZVocNUn9QkH3NPJRjRvf5orGS469xuy;68125900
8JJAFng66sS7Lo7fX5Mi3GoBhE4k9Hjz1SWMLK18Er5h;CrpQ1ahbSMbgRsBkNs1REYShpr6ApiWcKmsmNkRTkTwd;68053700
3sWoQMeoDDPppVoidbG2r45j6mHRtqp1KucBr8cRSh5n;5ZySjU8k4tS32ekHm3PFDiSyVgKm6sp83YRBjVtqnJ8a;64721600
WUNF3mj2yENmnA7WBuxiA3XeNpwBQppTCngjC1ENBBi;94qjbdjLsmW3TEstCApxpigUkbsP4d3voQrshRUYuZsy;61694900
89Pze9jFewDXbFwAjqgwbCGKbkxGza7KomodAmK5YmBh;8hwQjTttz3m81D1Sxe5vuT3mryCEjvu9jwVnLWtuDo4m;58111300
AtB9UsNfsXDDkHzw6mybR286zR9VYvxtS88mq1AvDG7w;sKnGgQLEETgBrq3fnbJXMSQoBQeZXHtLjKXLBRftJ3L;56816200
BlockPoint;5swjaAU8NapTsmgHGAPe8wUjrK1HYPL2G64AwyH4djhz;54132100
Gb393bcxcy9D7DyoYnR838ujo4ahFLtjLs8nzqghAm6k;9M9arr2vmbR2FNHizzqKAZxdvrhY8hBA6Pz6145xQ1fL;51078700
GAHcc9m2NSwPTRQUPtYCbTZf824vmkERHkeW6Zd7XRcM;87DmPw4CKK6Vj9h8Hz8gVfrJ6JqVBDa5YyTCJqeWDPZe;51077200
J711fLahrgkEnPaCrbGUCpGemmeVg2LsaZhmC6HNPbXk;JB8zjnRE6FeT8N6Yq2182vj69kKHGdeKJ7kBAhHKuHRq;50746800
86BS3yEdhxJMabSVfPXx1FWqQiM63NxJ859V5fquJCCM;FxXCvhMZGUCSi8ZwYFLVSZBFyBNyFGLEmLQxc8BLctDt;50328600
6NwTamkWrBSiZLXN7iNvskSdNC84XUrJf35PmdXEPC5j;E8DxKVZ86hngSiBRMhSpZP5vdkUAEyZGcYAqrFBmzjZY;49741200
Ducca | StakeTab.com;F5qEgT3reztKBvnC2XxuhLG1Eg5hAz4wi4JTjwmH2x34;49426700
LOL;DqxQuDD9BZERufL2gTCipHhAqj7Bb2zoAEKfvHuXWNUL;48424400
8JNwxR3Rh64gKiGdaDK6owYXMy4skAfhSianAZJNKYB8;GSGfod5gGoSy7j11Lb7NaPAaMByTfzRUUYJoe3BgevMo;4841800
hz4sZFVC1MccN3WaSZ8YjHcZLewLw2JL7t1RfaRa4Pe;5KAXjaRTfyuUqd94y7rj1HmTbmdjt3266j9c44RrPRuw;47723100
kkSzRKB5bkrtUF2MkkPUFqFmbuPppm8dkwH9SWMULJn;67HaT7sw5wEBsWojMaVb8gfbDq2uRsfg42i1YA3R91xa;45938100
2RFhAJyEHNqLCHpCDH35tkmWn9dj5dqE8ujCPpwgxr1t;J2sw9oeXQQVph9Di1wgUqu8PTdMn51y9FuYMgDEMMqNK;45628200
H2oJUXwghyv6BwZH68jobU8jGutBji4v3WbPA96kc5Yd;HBe7sQRV5xay6JS4notvKG8DRDRMdedWjaotv94nRC4N;43537600
Gqq2ojCpR3ktakeMmasektgBfn6ZLtF9nCZe1W2gqfpP;7kWD7LbJ5K2CY4QqKnFRLKyV6ngi3UhybUbTUpR7FJSr;42048800
2fw8Mv1KzBxxeWoKqQHcweZ4j8C4QVEj3suCtsLHdy5b;ER87FSCghU7CwYpNR2jED6XZQE7T4QfU4591WAjzvi1Y;41476300
ArmanP3SBD1DVSoKCqK7d6S2kLpyncYey2Ybf3o5XkTn;3byuwfBCZ4JLdbsuirv6yV3opAfgv2kw3BHjqjGUSDCd;41258400
Appload;8y7QS2s8RsrM9nBacPvqyRSQ9W5znw57wmMWvSVPYwZr;39515500
BLKSTDYvcwhSFN9nbxn8xzxRKbiyMpdUMxUNEfz7PQNN;BLKSTDYCz6LhGRMcJrViruwB5j1CmEmu2KVBBD8x6rpP;35021800
BzF3s3AGgYupiL5Mhbzr1tu1ySMZSR3SXU4DajV1Zwv9;9G1FYXgP5crtEbGX87yrmGeLdtKkjvYqhFMey8cPReBq;35000800
EopWTKUSWRnC1WPbqSpyN9RYEBAvG2nTGcoAjP7wHbkV;6tdANR1BX6uwSZwgQbVwwhzkLWpBJLyya5qXBBWZ5DeW;34598700
7XoEy6mmoApocWzei34XNvfGepHRaZnze5oENBidQAj7;2jevuBmk1TrXA36bRZ4bhdJGPzGqcCDoVzRcyYtxzKHY;33607500
9Tn1aj99EVSoJ8uS1h3iZUxEXmuH3eRhr92Q1dzb627M;GjmrtJL4smjsMNbCMT2MT1Saw2eSkjENcfPzuwHnzhw3;31891500
GJWqrNHAt9ZjwXeFXhX3o2MpoGmekZVfMC27Ga9XdbxX;GrtgeXvmr4AuoiBGai6G8GbxaBy4oVhPozb9bv9BDYxL;31736200
Solana Validator;Fpd3kqPgWrC7J2NroJLfSeswn4oSFgySW1KhggTBjHKh;31277400
2agkxKtREkDt9S7Dq73247nQeywVqC328vKEi71MTybP;HtpBafRcAtzaw7LXEJaTrA7FHrdws82LCZS3Ju3QmvRW;30999700
ATHBA4xtnwHH932DhPmPaHVaT2hS829BtbDdLuhiCNLB;DA888Fv41XwE7Montk8YCh76spzTG4kAJw89YfsUfJZ5;30894900
71g8ZKjxgmuEJ5RV3dKfNmsAQYniYKtBSSxEPRMrEqWB;BqoNCkYacAqKtKpZswHbDQtSK8eHGq15NBd9nYq28TJH;29046400
bagler;8aGU18Nxn99AEWEQNrBYy1ZsJBhiHVFrcqYqHQPNhmEv;28647700
EVZNVNJLQCr7T3SdQoyBEMsxBtVJYxdxsmDzRRWEXV2Q;CEUNARH523wjP3WWMapXFgUyYrKEgu9cm9sYLF9rNJpB;28438800
2GNDDxHW3khnnCdCVqEgmHMAwoJ1psYgqHSgGYVJuuDv;27LkBkFi8hwVrQiSdhqo9Rq5hkc6Tn1QYPXvyG7xa6TC;28206300
9epozBuhfMK7RRXK6MDCU1zdaHMsArpDnrRi7rSMpz6z;85SzhUpCkRKcGryNC4YYYBVKZU6VE1QwovfdxnseaLow;2680900
6Yj58NgdE1AAWNnyJVMWUxfWeuf1LjsnfQF8pjrhjLYq;CGouaT8LQhNe3SJiAoNdg6RrcyKCCvgSq4GBvA9YqKiu;25813500
