Node;Stake;;;247424142.6
NodeID-NfQHpPQX6k4hGc4otwr34n4q7tzhbrb2h;2000;;;
NodeID-9eV4TaJSz7YhxAiTxw2wbZFk6R9KXfZe7;2000;;;
NodeID-NjYpCeqCGkFH17Yu8phC1a3ujiA1Fd1Um;2000;;;
NodeID-LKWc9SXPXH3hNbXhKKAwJGLaXam9n87eK;2000;;;
NodeID-D222tpNhwWwnHoKdjAeaorn2G7YmzRrUz;2000;;;
NodeID-Q99Q2nhdyDvCgR1LbEE2h6PYtZdCYeWsA;2000;;;
NodeID-8bRebzaDGY6ZNtXCYqJWoFPnUEcgPWKbk;2000;;;
NodeID-KeyQeQwf1D4bzdcHVP34xXXWhJzFjVTSj;2000;;;
NodeID-KvGqkFqSeHaxeXK9qG5vGuwtc8Vvoe1Dn;2000;;;
NodeID-9W5RaY7LA6so9hGCPGfLezBXMnWNRQb8V;2000;;;
NodeID-7hnK4EoWzm7V5qFPqJvpcRQti59au2BD8;2000;;;
NodeID-47Bp6ANAgARSJFwMy1swAg14ozdNkWxLb;2000;;;
NodeID-C6b58cQGYSqm1FeQyvXKXUgZ3R7Q9D9es;2000;;;
NodeID-tM5SKoDYV93nTnsEoc7NvKiDt18ZqirF;2000;;;
NodeID-Fd4DMc88ELLiTHHSLVZ7L4MB3Z7jbDEAy;2000;;;
NodeID-GuTDsR1tBFgQUbKqCf7J29yBo8ofudHEZ;2000;;;
NodeID-2pNQqfaBqMqwWgeJiqPbmHZk1cUtWcjqb;2000;;;
NodeID-K5PKyNTjWB3eg7dMWLk3Jjfr3aoGxTP3;2000;;;
NodeID-Q5xvrPQSjHhJX8eLKbBnZMWbS648NqnsZ;2000;;;
NodeID-KGYhytNfZ5ESiSXrRyxCunktjUBoFUHV6;2000;;;
NodeID-9e1XQFkG6JyYvzYLq2Ua35obBcJMLmuXz;2000;;;
NodeID-5zP7p1nk2KnAL4SHvgFWcF9Xei3Q13CC3;2000;;;
NodeID-Bat52FsWLDZsBDycDAi1JGg16SPtymc7b;2000;;;
NodeID-4RX4G3NDkGCLRK8UsginFXo4Xykjq7DTC;2000;;;
NodeID-J2RTGUXRNDSx2kBU8w7Am6Y7k3LABR5iU;2000;;;
NodeID-AWLRFc3R7oCqHd6qe95QsEaoBPPTQYpuv;2000;;;
NodeID-fr4FFtJ5PF5UZpyA3RyoxhNks6Yfhu7u;2000;;;
NodeID-8es5pW8tzwZSDMpNe8rq4X6f47VDi4YnM;2000;;;
NodeID-K3Jxj6JJnoZuMxSgZqG2ttbr8khG1Jo6L;2000;;;
NodeID-6DqFjxDUK7nh68zrFDE7iHfVsXvoM5yzt;2000;;;
NodeID-GmwjGqUq8s6kKuyWT6maWFaLr2MZHDy2a;2000;;;
NodeID-6dJ4KrCxTGAutCQchooQ3R1fHHSignFPg;2000;;;
NodeID-81U2wpq95De12KchbFhatf2fBt6KTFmAr;2000;;;
NodeID-2wHY941nvUSd49hzR2kjYVkBBi9CPr4sx;2000;;;
NodeID-K3n4zZpBC3iQjwaznFYDMzXU6kBgckws2;2000;;;
NodeID-Evf3PDU1AQdXhVYqW4yG2bbgCdABLsY4j;2000;;;
NodeID-Nwt9FUf7hcqUoKaRyAkTGyVTNJJKHYYWH;2000;;;
NodeID-5112GSewUcU6ex3zZhgGZodMKw1JHBV9f;2000;;;
NodeID-M64wor3rGStFTBWuzvkGPYYsWUu2dX7S2;2000;;;
NodeID-3AMVspPXZimHQ3yqWizDf1bcW3GjL2B2e;2000;;;
NodeID-2Vcp9g4z1KopgJT2m7S8QYyPCimqLfwtv;2000;;;
NodeID-NN6iut3SAWZqM56kbg8EhtpTU2NkMJgWV;2000;;;
NodeID-K3gyeR7GXuuf4coJXD4CxviWpRopysX4j;2000;;;
NodeID-4S5sLovGppHvP9uv4v6jZHV7JtASRpUUk;2000;;;
NodeID-Mu35k31HAXFbEp1SqJr1uUrue9nwqVFe6;2000;;;
NodeID-D47UrYCDdkfrDrv9gUvYKLUyT44TXYCJZ;2000;;;
NodeID-L3JrbBLmihsqtaXAPXg7acKQbGa9tjhEc;2000;;;
NodeID-KLPimX5rN51nsSg9UQQahoRvKapDLD1pc;2000;;;
NodeID-65KSgMC8R7CjSQoyBc85UMjW9YZ1cTKke;2000;;;
NodeID-5wCTAXLJSc5i9RpksPG5fFZXemq4dm2A6;2000;;;
NodeID-HbmSiec8zTKiPWxaBwStg58a3N5KePhC9;2000;;;
NodeID-G6nXgtucmeKn4nkCp8YTDdM4btVSnW4ad;2000;;;
NodeID-P6M41urqadxF7NBcxEHNFxKkGPkHjC95v;2000;;;
NodeID-23Xaok4Hr7SgTcCjjMnVsYJaN5cSZLR3Z;2000;;;
NodeID-5SmDUGU8WwZkvxKMnjwKAYvfa9w2qEe1U;2000;;;
NodeID-4ofBXitDMQ6QZi83yvPjCYn5LG6HBwqSn;2000;;;
NodeID-G8yv8mWQy8FLdFfAhJ4v294T5Z2DWDVEH;2000;;;
NodeID-Q44XVjVEhgxacoq2ETj7yLBuUra9ru2BA;2000;;;
NodeID-Ck4VEAv4JTMgnijLQDeGCWST8Zdgxe9Q6;2000;;;
NodeID-4AW19ZAJMCyr64UKfFAUhZXuZDtVshQ36;2000;;;
NodeID-6iLoGX7rEPJW2GZMekiNPEDNZKmsbn3iU;2000;;;
NodeID-Ma3Ztm2A48bCVjfiSmoZS5MKNzKVTRN7j;2000;;;
NodeID-DUmZowZh6nxKskHUybupqNAhnXVA5yQ1r;2000;;;
NodeID-FFWS6gV9FrKecNWCYJQuyR67t7GY6UiVq;2000;;;
NodeID-3K3PUAqo3cKxRoQyYto1EsXtuTHoDZ2B6;2000;;;
NodeID-9YqDsggitZTgCi2WnnrKBz3jAcD1S7oin;2000;;;
NodeID-AMMTYTe6uZR7yGL1AbEMuwYayd4N1J4bL;2000;;;
NodeID-4WGNJ4vv6bH3FLCJgovqn3D7RCJ8rKBDR;2000;;;
NodeID-3M5i35f5u99QbBn6fP1FzeAto7NA4TFKt;2000;;;
NodeID-D1rgZbjdrevpXXDF1orhAvnUmojVfeZwM;2000;;;
NodeID-HaxdTdeEr1sWMRZvXwRN2iotd6RYd9XYM;2000;;;
NodeID-JqXD8Tsj1nKXCBEp65ESmFhBrEhPL4WCs;2000;;;
NodeID-FZXnucjjMmoodVr3Wxxu9F8LULS37Qhpy;2000;;;
NodeID-3mvtMQ554k7VbrbYFUaNZR4JmeCoggD5P;2000;;;
NodeID-3iknBWGJowmNu2d63Qv7mRM52xoQ3mCoB;2000;;;
NodeID-D1H3GmiDVvoMsp3foTPmWi9YPXweYv9fn;2000;;;
NodeID-3douD9GDP69zSq1eMzRAYfKCUVtjEEUCt;2000;;;
NodeID-7a1GnsoFxviSiL8gJyFqrkazv29xY48mr;2000;;;
NodeID-PY3QRSGTdYzmPTQEwrH2AmYUMBnrcge9Y;2000;;;
NodeID-5Pg156uQvovbZQ3F6JKUiyAg5MrdFseMP;2000;;;
NodeID-57VYS3UDdnkurTnK9WVzfpNT4H4V2fCmT;2000;;;
NodeID-9UWtBGvW7G2RVSwcR15MS8gesUvLk6f24;2000;;;
NodeID-P2xEUig1YeBTwrUF3Xj52pxaNH6gSHjsb;2000;;;
NodeID-9hj2xhiHktPCpcD9koLLH17a1GKoWY7QQ;2000;;;
NodeID-FGt2J8WREPFbbTXgVU9YC5NjdERhoMa7E;2000;;;
Cadabra / Carnaval;2000;;;
NodeID-ZVLPagHUUrQ2vB7mjsWQ44wNGf5SVKKW;2000;;;
NodeID-EWmdnUhsVGSfZPnbuSodLUTA6ReJcXz8v;2000;;;
NodeID-79NUUnbkpDfvGzGtq3Q9FArGK9D1Wzpgq;2000;;;
NodeID-qyJZPRspVKhwXuaimMA7Ysvb5KYLeMjB;2000;;;
Swimmer Network / Swimmer 5;2000;;;
Dexalot / Dexalot2;2000;;;
NodeID-MJxeuvhNTrDk8mNA1w17FymiwjksGhs7A;2000;;;
NodeID-BXTBUqX8gitUDtVam4fhRWGD1SfeHGoBx;2000;;;
Dexalot / Dexalot4;2000;;;
Dexalot / Dexalot3;2000;;;
Dexalot / Dexalot5;2000;;;
Dexalot / Dexalot6;2000;;;
Dexalot / Dexalot7;2000;;;
Dexalot / Dexalot8;2000;;;
NodeID-GfRY31feBaTknS7uvpF7XHromUfckDeWh;2000;;;
NodeID-HUNYARt6cNSXgANtsSakokNpRCUKCFoVS;2000;;;
NodeID-ELcEoPFQPwAQmnndhM7QXtVc6sQiJiTHu;2000;;;
NodeID-31xXC3YuXN5S9Bv9d63kH7ev1vuQKG3wR;2000;;;
NodeID-62hKwt6g9MMngpDLHapNFJmxXRcDoe2sc;2000;;;
NodeID-ABaXv5WwxLamczWpE6o58Dm5FyngUbFrg;2000;;;
NodeID-26jY6nu8uyVyQLQpi3SMdvSTbMTZeajHD;2000;;;
Dexalot / Dexalot9;2000;;;
NodeID-8gLyc1WmUgnTJh6TAjg1nbqsqdF6xGSeL;2000;;;
Dexalot / Dexalot10;2000;;;
NodeID-CF8WKgeNBHxWFmijN7tysmmRSHfJFEKD9;2000;;;
NodeID-M9Q4Fc2StCtFCofjppsy6DC7JDGmtRfUA;2000;;;
NodeID-GwcsDtmQrD8thUHiQWgrpRvhuMjxTqZP6;2000;;;
Cadabra / OcktoberFest;2000;;;
NodeID-PsW1pVU1Wc6pfB1VqDCaNSJexbzb2c8qT;2000;;;
NodeID-Gmitibwg27b6WqHLjqmGiXZAh1kmZVq5P;2000;;;
NodeID-7QpkEAvjmwVr1vGJX5ruoh4mcN5Rv7Dt6;2000;;;
NodeID-FFi7jAz8UyDsyFso9LvFUZR5CChhcoK12;2000;;;
NodeID-yR1d9qN9zWBG259hQJYh2N2ARtx5BEQi;2000;;;
NodeID-59mPrDyPrj1gsFBwnLM5p7q2DFf9KnPks;2000;;;
NodeID-NfQHpPQX6k4hGc4otwr34n4q7tzhbrb2h;2000;;;
NodeID-9eV4TaJSz7YhxAiTxw2wbZFk6R9KXfZe7;2000;;;
NodeID-LKWc9SXPXH3hNbXhKKAwJGLaXam9n87eK;2000;;;
NodeID-D222tpNhwWwnHoKdjAeaorn2G7YmzRrUz;2000;;;
NodeID-KeyQeQwf1D4bzdcHVP34xXXWhJzFjVTSj;2000;;;
NodeID-9W5RaY7LA6so9hGCPGfLezBXMnWNRQb8V;2000;;;
NodeID-7hnK4EoWzm7V5qFPqJvpcRQti59au2BD8;2000;;;
NodeID-C6b58cQGYSqm1FeQyvXKXUgZ3R7Q9D9es;2000;;;
NodeID-Fd4DMc88ELLiTHHSLVZ7L4MB3Z7jbDEAy;2000;;;
NodeID-GuTDsR1tBFgQUbKqCf7J29yBo8ofudHEZ;2000;;;
NodeID-2pNQqfaBqMqwWgeJiqPbmHZk1cUtWcjqb;2000;;;
NodeID-Q5xvrPQSjHhJX8eLKbBnZMWbS648NqnsZ;2000;;;
NodeID-8es5pW8tzwZSDMpNe8rq4X6f47VDi4YnM;2000;;;
NodeID-K3Jxj6JJnoZuMxSgZqG2ttbr8khG1Jo6L;2000;;;
NodeID-GmwjGqUq8s6kKuyWT6maWFaLr2MZHDy2a;2000;;;
NodeID-6dJ4KrCxTGAutCQchooQ3R1fHHSignFPg;2000;;;
NodeID-2wHY941nvUSd49hzR2kjYVkBBi9CPr4sx;2000;;;
NodeID-K3n4zZpBC3iQjwaznFYDMzXU6kBgckws2;2000;;;
NodeID-Evf3PDU1AQdXhVYqW4yG2bbgCdABLsY4j;2000;;;
NodeID-Nwt9FUf7hcqUoKaRyAkTGyVTNJJKHYYWH;2000;;;
NodeID-5112GSewUcU6ex3zZhgGZodMKw1JHBV9f;2000;;;
NodeID-2Vcp9g4z1KopgJT2m7S8QYyPCimqLfwtv;2000;;;
NodeID-K3gyeR7GXuuf4coJXD4CxviWpRopysX4j;2000;;;
NodeID-Mu35k31HAXFbEp1SqJr1uUrue9nwqVFe6;2000;;;
NodeID-65KSgMC8R7CjSQoyBc85UMjW9YZ1cTKke;2000;;;
NodeID-5wCTAXLJSc5i9RpksPG5fFZXemq4dm2A6;2000;;;
NodeID-G6nXgtucmeKn4nkCp8YTDdM4btVSnW4ad;2000;;;
NodeID-P6M41urqadxF7NBcxEHNFxKkGPkHjC95v;2000;;;
NodeID-5SmDUGU8WwZkvxKMnjwKAYvfa9w2qEe1U;2000;;;
NodeID-G8yv8mWQy8FLdFfAhJ4v294T5Z2DWDVEH;2000;;;
NodeID-4AW19ZAJMCyr64UKfFAUhZXuZDtVshQ36;2000;;;
NodeID-Ma3Ztm2A48bCVjfiSmoZS5MKNzKVTRN7j;2000;;;
NodeID-DUmZowZh6nxKskHUybupqNAhnXVA5yQ1r;2000;;;
NodeID-3K3PUAqo3cKxRoQyYto1EsXtuTHoDZ2B6;2000;;;
NodeID-AMMTYTe6uZR7yGL1AbEMuwYayd4N1J4bL;2000;;;
NodeID-3mvtMQ554k7VbrbYFUaNZR4JmeCoggD5P;2000;;;
NodeID-D1H3GmiDVvoMsp3foTPmWi9YPXweYv9fn;2000;;;
NodeID-7a1GnsoFxviSiL8gJyFqrkazv29xY48mr;2000;;;
NodeID-PY3QRSGTdYzmPTQEwrH2AmYUMBnrcge9Y;2000;;;
NodeID-57VYS3UDdnkurTnK9WVzfpNT4H4V2fCmT;2000;;;
NodeID-P2xEUig1YeBTwrUF3Xj52pxaNH6gSHjsb;2000;;;
NodeID-FGt2J8WREPFbbTXgVU9YC5NjdERhoMa7E;2000;;;
Cadabra / Carnaval;2000;;;
NodeID-EWmdnUhsVGSfZPnbuSodLUTA6ReJcXz8v;2000;;;
NodeID-79NUUnbkpDfvGzGtq3Q9FArGK9D1Wzpgq;2000;;;
NodeID-Jmvu5u8svgTa716m6xBEcrB6wweP9tX5h;2000;;;
NodeID-AV1uDZqWGSheRS3M6RHUbQJHDGXy6f8Y7;2000;;;
NodeID-Jz9EUhGBC19bzUE7kurEPyoKTRjVMgi3v;2000;;;
NodeID-93LVjgmjMcBmcJSByxYiTuyPNbdVw9q3n;2000;;;
NodeID-LbAkNKxyv3kCs1C2ngkb91STbKpYHKs1q;2000;;;
NodeID-aFRSyUykQjScZiWASVqmdTGzBfV9KKj1;2000;;;
NodeID-GU7boimY7cxeqdDmnPRyYrwLiRmwiHxhn;2000;;;
NodeID-CoRQHCd3aSKe7FrhHSUnvNVZzW52xu2YA;2000;;;
NodeID-CGrPauwXiEvvY3yLBxR9HM25B8HpNTVfV;2000;;;
